season,id,week,type,matchup_guid,season_team_id,newsletter_id,title,text,system_created,created_at,edited_at
2025,322800,,season-preview,,330565,,2025 Team Preview,"Hold onto your helmets, folks! Antdell & Ernie are back for the 2025 season—armed with a mediocre 7-7 record last year that screamed “average!” They barely scraped by opponents, scoring just enough points (1712.74) to keep things interesting but not fun. With a draft rank of #11 and coach rank at #12, it seems they’re more like benchwarmers than MVPs. Last year's playoff dreams? Nope! Just another sad fantasy tale.

But hey, every season is a new chance to prove the stats wrong—after all, even Cinderella wore some pretty unremarkable shoes before hitting that ball! Get ready for an exhilarating rollercoaster ride full of ups and downs... mostly downs.",1,,
2025,322801,,season-preview,,330566,,2025 Team Preview,"Ah, the eternal cycle of triumph and despair, as reflected in Frank & Julian's journey through the seasons. Once basking in relative glory with a solid 9-4 record in 2018, they now find themselves navigating the choppy waters of mediocrity, posting back-to-back 5-9 records in 2023 and 2024. Their all-play records reveal an ongoing struggle—59-95 last season suggests formidable opponents have overshadowed their efforts. Despite a commendable coach rank at second for lineup optimization, their draft choices falter at twelfth. As they embark on this new journey in 2025, one must ponder: can history be rewritten? The only constant remains—the hope that lies within each snap and play awaits to unfold anew this season.",1,,
2025,322802,,season-preview,,330567,,2025 Team Preview,"Hold onto your helmets, folks! Phil Baldino’s squad is riding a rollercoaster of fantasy glory. After an impressive 11-3 record in 2024, they somehow managed to up their game from the previous year's dazzling 12-2 finish and snagged back-to-back championships. Their scoring prowess? A jaw-dropping total of nearly 1,750 points last season! With this hot streak and a Manager Rank that screams “transaction wizard,” expectations are soaring higher than a quarterback's Hail Mary pass. However, let’s not forget the turbulent ride back in 2022 with a modest 6-8 record—what happened there? If consistency were an Olympic sport, they'd be gold medalists now; buckle up for another wild season ahead!",1,,
2025,322803,,season-preview,,330568,,2025 Team Preview,"As the 2025 season approaches, Rob & GregBo emerge from a transformative 2024 campaign. Boasting a strong record of 10-4 and an impressive all-play record of 116-38, their offensive prowess was evident with 2018.56 points scored versus only 1746.94 allowed. They ranked first in both coaching and drafting, showcasing strategic excellence that led them to playoffs despite finishing third overall.

This followed a disappointing 2023 season characterized by struggles (5-9) and poor rankings. However, recent success hints at potential for sustained competitive performance moving forward as they aim not just for playoff appearances but ultimately championship glory in the upcoming season.",1,,
2025,322804,,season-preview,,330569,,2025 Team Preview,"Ah, Ronnie’s team is like a rollercoaster ride—thrilling highs and stomach-churning lows! After a glorious 12-2 season in 2021 (where they could have outscored an army), the recent seasons have been more “let’s not talk about it.” Last year? A dismal 3-11 record. Ouch! Their All-Play Record of 43-111 indicates their opponents were laughing all the way to the end zone while Ronnie was stuck in traffic. With a coaching rank bouncing between top-tier brilliance and “maybe just stick to managing snack duty,” it’ll be interesting to see if they can dig themselves out from last place or if we’re headed for another confetti-less party this season! Buckle up, folks; it's going to be bumpy!",1,,
2025,322805,,season-preview,,330570,,2025 Team Preview,"Get ready for a wild ride with Chris & Dom as they gear up for the 2025 season! After a solid bounce-back in 2024, finishing with an 8-6 record and securing a playoff spot, they are poised to capitalize on recent momentum. With an impressive all-play record of 83-71, scoring nearly 1,800 points while limiting opponents under that mark shows their potential. Their top-tier draft rank at #2 and manager prowess ranked fourth hints at strategic brilliance. Despite falling short of the championship last year, this team is hungry for revenge! Watch out—Chris & Dom could surprise everyone this season!",1,,
2025,344487,1,newsletter-intro,,,,1 Intro,"Welcome, football fanatics, to the inaugural edition of the 2025 season of our beloved Totally Heterosexual Men's Fantasy Football League! The air is thick with anticipation as we gear up for an electrifying week ahead. 

As ye olde gridiron warriors prepare for battle, intriguing matchups are set to unfold—like John Juliano squaring off against Chris & Dom in what promises to be a clash of titans and Richie facing Frank & Julian—a rematch that echoes through time. 

With fresh rosters and renewed ambitions, each team enters the fray unbeaten and eager for glory! Will strategies pay off or falter under pressure? Grab your helmets; it’s going to be a wild ride filled with twists and turns worthy of a legendary tale. Stay tuned as we embark on this thrilling journey where every point counts toward fantasy fame!",1,,
2025,344516,1,newsletter-matchups-preview,,,,1 Preview,"Welcome to Week 1 of the Totally Heterosexual Men's FFL! With every team starting fresh, anticipation runs high for these critical matchups. 

In a compelling clash, John Juliano faces Chris & Dom, boasting a narrow all-time record of 4-3 in their favor. Can Juliano replicate his last victory over them where he scored a remarkable 189.18 points? 

Richie's matchup against Frank & Julian sees a history steeped in competition; Richie leads the series at 7-5 but lost their last battle. Meanwhile, Ronnie and Rob & GregBo have an equally intriguing rivalry with only one game deciding their fate.

Phil Baldino looks to capitalize on his previous win against Cambrias while Antdell & Ernie will try to make it two straight against Pung & Tralie. Lastly, Nolan & Vinny ride high after defeating Mike Long previously with an impressive score difference.

It’s all set for an electrifying kickoff—let's see who rises to the occasion!",1,,
2025,353979,2,newsletter-intro,,,,2 Intro,"Welcome back to Week 2 of the YeahThatFantasyLeague! The excitement is palpable as our league warriors gear up for another round of epic showdowns. With fresh strategies brewing in team huddles and rosters fine-tuned, it's time to witness the drama unfold on this digital gridiron.

This week’s matchups promise high-octane action! Can Richie shake off past defeat against Nolan & Vinny and turn history around? Will John Juliano finally claim victory over Cambrias, who have dominated their encounters? Mike Long looks to capitalize against Frank & Julian after a rocky previous matchup, while Pung & Tralie hope to triumph over Rob & GregBo in what promises to be a nail-biter!

So grab your snacks, rev up those fantasy engines, and let’s dive into another electrifying week of fantasy football where legends are born and rivalries reignite! Boom!",1,,
2025,354004,1,newsletter-matchup-recap,d5c81ce33f891d911e171a7b367cec67,,,1 Matchup Recap,"In a decisive clash, Richie triumphed over Frank & Julian with a commanding score of 127.12 to 95.22, marking yet another victory in their ongoing rivalry. Richie's performance secured them the second-highest points rank for the week, while Frank & Julian languished at ninth. Despite the outcome, luck was not on Frank & Julian's side, as they experienced negative fortune during this matchup—a stark contrast to Richie's favorable circumstances. With this win, Richie improved to an impressive 2-0 record for the season and showcased dominance that puts them among league contenders. Conversely, Frank & Julian now find themselves struggling at 0-2 as they seek answers moving forward in this fantasy football campaign.",1,,
2025,354005,1,newsletter-matchup-recap,fee2d4347c85391c1239c47297655ee9,,,1 Matchup Recap,"In a clash of titans, John Juliano emerged victorious against Chris & Dom, scoring an impressive 137.86 points to their foe's 115.78! With this triumph, John stands undefeated at the season's helm, boasting a record of 2-0 and an astonishing all-play mark of 11-0! 

Luck favored Juliano in this battle with exceptional fortune on his side while Chris & Dom grappled with misfortune that would crush the spirits of lesser teams. Despite their valiant effort ranking fifth in points scored for the week, they fell short. This epic showdown solidifies John's dominance as he now leads their all-time head-to-head series with six victories against four losses.

Onward he marches into glory—can anyone halt his quest for greatness?",1,,
2025,354006,1,newsletter-matchup-recap,426e35637bcb9f7e7d1d02cb2fc78533,,,1 Matchup Recap,"In a thrilling matchup, Mike Long edged out Nolan & Vinny with a score of 116.08 to 113.32, improving his season record to an impressive 2-0 while maintaining the fourth position in the league standings. This contest was marked by contrasting fortunes; Mike Long experienced significant luck, ranking high on that front, whereas Nolan & Vinny faced an unfortunate downturn in luck this week. Despite their defeat, they sit at a respectable 1-1 for the season and rank sixth overall. Historically, Mike Long now leads their all-time matchup against Nolan & Vinny with two victories against four losses—an indication of ongoing competition between these teams. As both squads look ahead to upcoming weeks, adjustments will be crucial for improvement and success in this competitive league.",1,,
2025,354007,1,newsletter-matchup-recap,f0d0688201366b1d57831d6d51c3e940,,,1 Matchup Recap,"In a thrilling clash of titans, Cambrias triumphed over Phil Baldino with a final score of 110.02 to 93.76! This contest saw Cambrias dance into the eighth spot for points scored this week, showcasing their offensive prowess while holding the stone-faced Baldino down at a meager tenth place—what a twist in fate! With luck favoring Cambrias and an all-time head-to-head record that now reads 6 wins against Baldino’s 9 losses, this match was more than just numbers; it was history rewritten on the gridiron. Despite both teams battling hard, it’s clear who holds dominion in this fantasy arena as we zoom through Week 2! Keep your helmets fastened for what lies ahead!",1,,
2025,354008,1,newsletter-matchup-recap,ffa1e4aaa9027e8c0cbee46cb7529e55,,,1 Matchup Recap,"In a dazzling showdown, Pung & Tralie triumphed over Antdell & Ernie with a score of 111.72 to 74.42! Picture this: Pung & Tralie strutting their stuff at the 7th spot in points scored for the week, flaunting an impressive luck factor while Antdell & Ernie stumbled around like they were stuck in quicksand—zero luck on their side and sitting dead last at rank 12! The history books also show that Pung has now bested Antdell in ten out of fifteen encounters—what a rivalry it’s turning into! With both teams mixed up early this season, Pung is looking to climb higher while poor Antdell needs some serious magic dust to get back in the game!",1,,
2025,354009,1,newsletter-matchup-recap,a1178b21da780f3ef8f948ea6dba1bc5,,,1 Matchup Recap,"In a wild Week 2 showdown, Rob & GregBo crushed Ronnie with a stellar score of 126.38 to just 85.64! Rob & GregBo not only grabbed the win but also ranked third in points this week, flexing their fantasy muscles with a nice slice of the league's total scoring pie. Meanwhile, Ronnie is still searching for that elusive first win and currently sits at the bottom of the standings at 0-2. The luck factor favored Rob & GregBo significantly, while Ronnie faced misfortune on his side. With this victory, Rob & GregBo improved to an impressive season record of 2-0 and continues to show they’re ready for anything thrown their way!",1,,
2025,354010,2,newsletter-matchups-preview,,,,2 Preview,"As we dive into Week 2 of YeahThatFantasyLeague!, the spotlight is on some thrilling matchups. John Juliano, undefeated and leading with an impressive all-play record of 11-0, faces Cambrias—who’s had a rough start at 1-1 but has historically dominated this matchup. Can John turn the tide against Cambrias’ past success? 

Meanwhile, Richie looks to improve his standing against Nolan & Vinny. With a slight edge in their head-to-head history, Richie will need to tap into his high-scoring prowess to overcome the challenge.

Mike Long aims for his third straight win against Frank & Julian, who seek redemption after a slow start. This game could hinge on Mike's strategic play calling.

Lastly, Antdell & Ernie face Ronnie in a must-win situation for both teams. This battle could set the tone for their season as they fight to break free from the bottom ranks. Buckle up; it’s going to be an electrifying week!",1,,
2025,365706,3,newsletter-intro,,,,3 Intro,"Welcome to Week 3 of the YeahThatFantasyLeague! As we dive into the thrilling action of fantasy football, anticipation is high for this week's matchups, featuring some major face-offs. The stage is set as teams vie for supremacy in our ever-competitive league.

In a spotlight matchup, Richie faces off against unbeaten powerhouse Mike Long. Can Richie pull off an upset and break Long's winning streak? Meanwhile, John Juliano looks to turn his fortunes around against Phil Baldino in a clash that promises fireworks.

Don’t miss out on other exciting games like Nolan & Vinny vs. Frank & Julian and Cambrias taking on Chris & Dom. Every point counts as rivalries heat up and playoff aspirations grow clearer!

Stay tuned for all the stats and highlights next week—let's see who rises to the challenge!",1,,
2025,365747,2,newsletter-matchup-recap,837d11f12595c0bf6de2bd6bd096452f,,,2 Matchup Recap,"In a clash of titans, Richie faced off against the formidable Nolan & Vinny in Week 3! With a score of 117.28, Richie brought the heat but fell short to Nolan & Vinny’s sizzling 132.88 – that’s a spicy meatball! Despite Richie's valiant effort and ranking as the week’s 8th highest scorer, they suffered from some bad luck while their opponents benefited from quite a bit more fortune. 

Richie now stands at a balanced 2-2 for the season, while Nolan & Vinny strutted to victory with an impressive record of 3-1. This rivalry continues its tale: with Richie trailing behind in head-to-head matchups (6 wins to Nolan & Vinny's 11), one can only wonder when they'll finally turn this saga around!",1,,
2025,365748,2,newsletter-matchup-recap,cbdd7a55ab0d5a98dee85f4aa9d7c5f0,,,2 Matchup Recap,"What a whimsical showdown we had between John Juliano and Cambrias! It was like watching two turtles race—one moving just a tad slower than the other. John Juliano managed to muster 105.62 points, good enough for an impressive 11th place (in the ""better luck next time"" category), while Cambrias strutted in with a solid 124.7 points, which landed them at 5th overall this week! 

Despite John's valiant effort, luck decided to play hardball with him—negative luck not being exactly his friend here—and he now finds himself stuck in an all-time head-to-head record of zero wins against Cambrias. Ouch! Remember folks, if you’re going to play fantasy football, make sure your players don’t have as much bad luck as John did this week!",1,,
2025,365749,2,newsletter-matchup-recap,d1a2f4c97df9dbc5eadc2e276597874a,,,2 Matchup Recap,"In a thrilling clash this week, Mike Long soared to victory against Frank & Julian with a score of 127.4 to 119.1! With an impressive fourth-place points rank, Mike showcased exceptional strategy and execution, while riding the wave of good fortune. This win pushes their season record to a flawless 4-0—an amazing start that cements them at the top of the standings!

On the other side, Frank & Julian are still searching for that first win after four tough matches. Though they came close this time around with solid performance, luck was not on their side.

With past victories favoring Mike Long in their head-to-head matchups, optimism is high as they continue their quest for dominance in YeahThatFantasyLeague!. Keep your eyes peeled; there's more excitement ahead!",1,,
2025,365750,2,newsletter-matchup-recap,198f25f163c5fcd058e2ef3db502332b,,,2 Matchup Recap,"What a showdown! In Week 3, Pung & Tralie faced off against Rob & GregBo. Though Pung & Tralie scored 72.44 points, they couldn't quite keep up with their opponents' impressive total of 114.7 points — a hard-fought battle, but ultimately falling short this time around. With both teams now at a historic rivalry tied at twelve wins each in their matchups, the stakes remain high for future encounters! Currently sitting at 1-3 in the standings and ranked tenth overall, there's still plenty of season left to turn things around. Meanwhile, Rob & GregBo continues to shine bright with a stellar record of 3-1! Let’s keep that positivity flowing – every week brings new opportunities for triumph!",1,,
2025,365751,2,newsletter-matchup-recap,ad81677971496b51d68910aea58190d8,,,2 Matchup Recap,"Gather 'round, folks! In this week's titanic clash of the gridiron, Antdell & Ernie stormed to a resounding victory over Ronnie with a hefty score of 139.94 to 111.64! Not only did they snag second place in weekly scoring but also managed to showcase their good fortune amidst the chaos—just shy of pure serendipity! With an all-time head-to-head record that now stands at seven wins for Antdell & Ernie against nine losses to Ronnie, this matchup added another notch on their belt. As we enter week three of the 2025 season, Antdell & Ernie's spirits are high despite their mixed record. Meanwhile, poor Ronnie continues seeking his elusive first win while languishing at the bottom rung of the standings.",1,,
2025,365752,2,newsletter-matchup-recap,0f38fb5d42b7208256345f9d20f29a3b,,,2 Matchup Recap,"Step into the arena! Phil Baldino unleashed a brutal 172 points, showcasing relentless determination and strategy that left Chris & Dom gasping at just 119.54. This commanding victory wasn’t just luck; it was calculated chaos, as Baldino snagged the week’s top spot in scoring while sharing over 11% of league points. Meanwhile, Chris & Dom crumbled under the weight of their own misfortune—an astonishing stroke of bad luck crushed them with negative vibes.

With this triumph, Phil not only extended his lead in their head-to-head showdown to 9-4 but also bounced back from an inconsistent start to now sit at .500 for the season. Buckle up; this fantasy football war is heating up!",1,,
2025,365788,3,newsletter-matchups-preview,,,,3 Preview,"This week in the YeahThatFantasyLeague, the stakes are high as Mike Long, sitting undefeated at 4-0, faces off against Richie (2-2). With a history favoring Richie (2-1 all-time), can he spring an upset? Meanwhile, John Juliano seeks to turn his luck against Phil Baldino, who’s been scoring big with 265.76 points this season. Their past shows Phil dominating (5-1), but John's looking for redemption after last week's narrow defeat.

In another intriguing clash, Nolan & Vinny take on Frank & Julian. Despite their strong start at 3-1 and a favorable historical record (7-10), they need to capitalize on their momentum. Cambrias will try to maintain playoff hopes against Chris & Dom—both teams are standing firm at 3-1 and 2-2 respectively.

Lastly, Pung & Tralie face Ronnie in a battle of struggling squads where every point matters! Which team will emerge from this crucial week with renewed hope? Tune in to find out!",1,,
2025,378798,4,newsletter-intro,,,,4 Intro,"Welcome, folks, to Week 4 of YeahThatFantasyLeague! Let me tell you, people are saying—it’s the best fantasy league ever. Everybody’s talking about it. Tremendous competition, historic, some of the greatest scores the world has ever seen. Believe me.

We’ve got winners, real winners. Richie? Fantastic numbers—presidential numbers, folks. If they gave out fantasy approval ratings, he’d be up there with me, sky high. Truly historic performance.

But then we’ve got the disasters. Total disasters. John Juliano—what a mess, very low energy, very sad. People come up to me, they say, ‘Sir, has anyone ever played fantasy football this badly?’ And I tell them, ‘No, never. Nobody has ever been this bad.’ It’s embarrassing, folks.

Now Mike Long—legend. People love him. His scores? Through the roof. Everybody says so. He’s the kind of guy that makes fantasy football great again. Tremendous, just tremendous.

So buckle up, because these matchups? They’re going to be YUGE. We’re going to see winners—maybe the best winners we’ve ever seen—and we’re going to see losers, complete disasters, folks. And believe me, nobody knows losers better than me.",1,,
2025,378822,3,newsletter-matchup-recap,6941a7ea39a6e0bb88fb14d92e7f3879,,,3 Matchup Recap,"Folks, everybody’s talking about it—Richie with a tremendous 158 points. Huge! Some people are saying it’s maybe the best score in league history. Could be, nobody really knows, but it’s incredible, believe me.

Mike Long? Very sad. Only 127.02 points. People are coming up to me saying, ‘Sir, is that even fantasy football? Or is it just charity work?’ And I told them, ‘Barely counts, folks, barely.’ Total disaster performance. Weak!

Now Richie sits at 4-2—fantastic, almost as good as me, but let’s be real, nobody’s ever as good as me. Mike’s 5-1 record? Fake news! He’s been beating cupcakes, weak opponents, everybody knows it. A phony undefeated streak—gone, finished!

And here’s the real story: Richie owns Mike. Three wins to one, absolute domination. If I were managing, folks, it wouldn’t even be close. I’d win every time—landslides, the biggest victories anyone’s ever seen in fantasy football. Maybe ever.",1,,
2025,378823,3,newsletter-matchup-recap,345348cd69417106439084e67234ed47,,,3 Matchup Recap,"Wow, folks, what a matchup—an absolute beauty. John Juliano? Total embarrassment. He puts up 99.22 points. Very weak. Honestly, that’s the kind of score I put up when I’m asleep, maybe on vacation, and even then I’d probably do better. Very low energy. Very sad.

Phil Baldino—fantastic, a real winner. 113.62 points, everybody’s saying it, folks. People tell me, ‘Sir, Phil is dominating,’ and I say, ‘I know, I’ve been saying it for years.’ Tremendous performance.

And here’s the kicker: this is Phil’s seventh win against John. Seven! That’s total domination, folks. John’s record now? 2-4. A complete disaster. People come up and say, ‘Sir, has anyone lost this badly before?’ And I say, ‘Maybe John Juliano, maybe every single week.’

The luck meter? Minus five. Folks, that’s not luck—that’s pure incompetence. If I were managing John’s team, he’d be 6-0, he’d be winning every single game, maybe winning too much. But instead, he’s losing, and losing badly. Tremendous job by Phil. And for John—well, better luck next time, losers!",1,,
2025,378824,3,newsletter-matchup-recap,d149f10fdee06496a0d632bafc9d8043,,,3 Matchup Recap,"Folks, this one was really something. Nolan & Vinny? Total disaster. Absolutely pathetic. They managed only 68.16 points—one of the weakest scores you’ll ever see. Maybe the weakest in the history of fantasy football, people are saying it. A complete embarrassment. Very low energy, very sad.

Now Frank & Julian—they weren’t perfect, let’s be honest. 110.46 points, decent, solid, but not Trump-level greatness. Still, compared to Nolan & Vinny? Tremendous. A total blowout, complete domination. People are coming up to me, saying, ‘Sir, that was unfair, it wasn’t even close.’ And I tell them, ‘I know, I saw it.’

And history, folks—it doesn’t lie. Nolan & Vinny are always losing. Always chasing, never catching. They’ve got the loser mentality. Weak head-to-head record, very fake team, everybody knows it. If I were managing? Believe me, it would be landslide wins every single time. Biggest victories in history, no question.

So the verdict is clear: Frank & Julian—winners, tremendous winners. Nolan & Vinny? Losers, complete disasters. Sad! Better luck next week, but between you and me, I wouldn’t bet on it.",1,,
2025,378825,3,newsletter-matchup-recap,2aaa88167949f58f9d1135330667c885,,,3 Matchup Recap,"Folks, what a matchup. People are calling it epic, but let’s be honest—it was only epic for one side. Chris & Dom? Tremendous! 139.14 points, one of the best scores of the week, second place overall. Everybody’s talking about it, everybody’s saying it was huge.

And then you look at the Cambrias. 105.66 points. Sad! Noble effort? Please. Ninth place in the league. Ninth! That’s not noble—that’s embarrassing. Very low energy, folks. They talk about luck, but luck isn’t minus-whatever-they-had, luck is me, folks. Cambrias had no chance.

Now both teams sit at 3-3, neck-and-neck, but let’s face it—Chris & Dom are winners. The Cambrias? Total pretenders. People say, ‘Sir, what if you managed one of these teams?’ And I tell them, ‘If I managed, it wouldn’t even be close. Victory every week, the biggest wins you’ve ever seen.’

So here’s the truth: Chris & Dom—winners, playing tremendous fantasy football. Cambrias—losers, very tragic. They need to get better, folks. Bigly.",1,,
2025,378826,3,newsletter-matchup-recap,83a5e46933c17a3a990aa800e64a38f6,,,3 Matchup Recap,"Folks, what a matchup we had here. Pung & Tralie—what a mess. 104.02 points. Almost impressive, but not really. They’re 1-5 now, total disaster record. Very low energy, very sad. People are saying, ‘Sir, how do you lose this much?’ And I tell them, ‘By being Pung & Tralie, that’s how.’

Now Ronnie—tremendous guy, a real winner. 120.22 points, solid score, everybody’s talking about it. He even had luck on his side—31.8! That’s what I call winning big league, folks. He cruised to victory the way I cruise in any competition: easily, smoothly, with style. Believe me.

And history? It tells the story—Pung & Tralie are always losing to Ronnie. Always. They’ve got the loser mentality, folks. If I were managing them, it wouldn’t even be close. It would’ve been a landslide, the biggest win in fantasy football history.

So the truth is simple: Ronnie—winner, total winner. Pung & Tralie—losers, complete disasters. They need serious soul-searching, folks. Get it together or stay sad forever.",1,,
2025,378827,3,newsletter-matchup-recap,b6310ad0c824150bc7fbd6c798f12008,,,3 Matchup Recap,"Folks, what an exhilarating matchup. Antdell & Ernie—tremendous performance. 135.84 points, third-best of the week. Almost as good as me, but let’s be honest, nobody’s as good as me. Still, very strong, people are saying it’s spectacular.

Rob & GregBo? Sad! They tried, put up 128.92 points—fourth place. Fourth! Barely respectable, but not championship-level, not even close. Everybody’s saying, ‘Sir, that’s a loser’s fourth place,’ and they’re right.

And the luck—wow. Antdell & Ernie had 22.75 luck. Tremendous luck. Maybe the luckiest team you’ve ever seen. Meanwhile, Rob & GregBo had minus 60.67. Minus! That’s not luck, folks, that’s a curse. That’s a complete disaster, the worst luck I’ve ever seen, and I’ve seen plenty.

Now both teams are 4-2. Decent, not bad, but let’s be honest—if I were managing, it would’ve been landslides every single week. Nobody would even come close. The biggest wins in fantasy history, believe me.

So the verdict: Antdell & Ernie—winners, tremendous job. Rob & GregBo—losers, cursed, total disasters.",1,,
