member_id,member_name,opponent_id,opponent_name,wins,losses,ties,total,record,win_perc,points_for,points_against,avg_for,avg_against,point_diff,avg_margin,streak,last_meeting,playoff_record,playoff_total,playoff_wins,playoff_losses,playoff_ties,playoff_avg_for,playoff_avg_against,playoff_point_diff,playoff_avg_margin,has_history
54762,Antdell & Ernie,108588,Frank & Julian,11,15,0,26,11-15,0.423,2974.42,3090.82,114.4,118.88,-116.4,-4.48,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""8"",""points"":132.68,""opponent_points"":127.42,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-2,2,0,2,0,132.76,160.79,-56.06,-28.03,true
54762,Antdell & Ernie,108589,Phil Baldino,5,8,0,13,5-8,0.385,1613.6,1762.68,124.12,135.59,-149.08,-11.47,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""11"",""points"":115.92,""opponent_points"":91.42,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-2,3,1,2,0,139.64,155.43,-47.36,-15.79,true
54762,Antdell & Ernie,108590,Rob & GregBo,7,11,0,18,7-11,0.389,2282.48,2349.06,126.8,130.5,-66.58,-3.7,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""16"",""points"":184.76,""opponent_points"":181.5,""result"":""win"",""is_playoff"":true,""is_championship"":false}",2-0,2,2,0,0,168.03,145.33,45.4,22.7,true
54762,Antdell & Ernie,108592,Chris & Dom,7,11,0,18,7-11,0.389,2223.56,2378.16,123.53,132.12,-154.6,-8.59,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""5"",""points"":162.58,""opponent_points"":135.92,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,142.54,147.06,-4.52,-4.52,true
54773,Ronnie,54762,Antdell & Ernie,9,8,0,17,9-8,0.529,2182.12,2085.74,128.36,122.69,96.38,5.67,"{""result"":""loss"",""count"":5,""label"":""L5""}","{""season"":""2025"",""season_id"":29821,""week"":""13"",""points"":81.42,""opponent_points"":113.9,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",2-0,2,2,0,0,131.6,100.71,61.78,30.89,true
54773,Ronnie,54774,Cambrias,7,10,0,17,7-10,0.412,2065.82,2112.5,121.52,124.26,-46.68,-2.75,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2025"",""season_id"":29821,""week"":""8"",""points"":140.38,""opponent_points"":145.7,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,129.05,115.11,27.88,13.94,true
54773,Ronnie,54776,Mike Long,3,2,0,5,3-2,0.6,532.9,557.32,106.58,111.46,-24.42,-4.88,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""10"",""points"":90.3,""opponent_points"":126.32,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54773,Ronnie,54846,Team JoeBa,4,7,0,11,4-7,0.364,1366.72,1449.98,124.25,131.82,-83.26,-7.57,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2021"",""season_id"":16816,""week"":""7"",""points"":152.86,""opponent_points"":126.08,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,158.64,177.42,-18.78,-18.78,true
54773,Ronnie,54850,LFTLR,5,9,0,14,5-9,0.357,1637.04,1665.62,116.93,118.97,-28.58,-2.04,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2020"",""season_id"":16817,""week"":""12"",""points"":114.9,""opponent_points"":133.02,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,129.5,80.24,49.26,49.26,true
54773,Ronnie,54855,GaTTa,3,4,0,7,3-4,0.429,877.06,854.9,125.29,122.13,22.16,3.17,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2016"",""season_id"":16821,""week"":""3"",""points"":116.68,""opponent_points"":130.5,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,153.26,133.72,19.54,19.54,true
54773,Ronnie,108581,Richie,7,16,0,23,7-16,0.304,2648.7,2909.32,115.16,126.49,-260.62,-11.33,"{""result"":""loss"",""count"":2,""label"":""L2""}","{""season"":""2025"",""season_id"":29821,""week"":""15"",""points"":91.74,""opponent_points"":130.32,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,134.82,128.87,11.9,5.95,true
54773,Ronnie,108582,John Juliano,3,4,0,7,3-4,0.429,714.84,759.4,102.12,108.49,-44.56,-6.37,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""16"",""points"":98.9,""opponent_points"":78,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54773,Ronnie,108584,Nolan & Vinny,11,8,0,19,11-8,0.579,2428.16,2325.42,127.8,122.39,102.74,5.41,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""11"",""points"":106.2,""opponent_points"":100.04,""result"":""win"",""is_playoff"":false,""is_championship"":false}",2-0,2,2,0,0,123.64,99.45,48.38,24.19,true
54773,Ronnie,108587,Pung & Tralie,15,7,0,22,15-7,0.682,2822.14,2566.86,128.28,116.68,255.28,11.6,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""17"",""points"":80.68,""opponent_points"":88.4,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,134.05,132.2,3.7,1.85,true
54773,Ronnie,108588,Frank & Julian,14,5,0,19,14-5,0.737,2583.08,2276.12,135.95,119.8,306.96,16.16,"{""result"":""win"",""count"":5,""label"":""W5""}","{""season"":""2025"",""season_id"":29821,""week"":""4"",""points"":143.74,""opponent_points"":109.68,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54773,Ronnie,108589,Phil Baldino,7,7,0,14,7-7,0.5,1663.88,1819.1,118.85,129.94,-155.22,-11.09,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2025"",""season_id"":29821,""week"":""9"",""points"":87.92,""opponent_points"":161.06,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",2-1,3,2,1,0,120.43,126.8,-19.12,-6.37,true
54773,Ronnie,108590,Rob & GregBo,8,8,0,16,8-8,0.5,2031.64,2079.14,126.98,129.95,-47.5,-2.97,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""12"",""points"":172.56,""opponent_points"":165.96,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,113.12,132.5,-19.38,-19.38,true
54773,Ronnie,108592,Chris & Dom,12,4,0,16,12-4,0.75,2070.14,1928.4,129.38,120.53,141.74,8.86,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""7"",""points"":117.88,""opponent_points"":101.34,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,111.26,160.26,-49,-49,true
54774,Cambrias,54762,Antdell & Ernie,7,7,0,14,7-7,0.5,1858.14,1806.78,132.72,129.06,51.36,3.67,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""17"",""points"":164.92,""opponent_points"":152.48,""result"":""win"",""is_playoff"":true,""is_championship"":true}",1-1,2,1,1,0,136.27,133.68,5.18,2.59,true
54774,Cambrias,54773,Ronnie,10,7,0,17,10-7,0.588,2112.5,2065.82,124.26,121.52,46.68,2.75,"{""result"":""win"",""count"":4,""label"":""W4""}","{""season"":""2025"",""season_id"":29821,""week"":""8"",""points"":145.7,""opponent_points"":140.38,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,115.11,129.05,-27.88,-13.94,true
54774,Cambrias,54776,Mike Long,7,0,0,7,7-0,1,941.06,724.02,134.44,103.43,217.04,31.01,"{""result"":""win"",""count"":7,""label"":""W7""}","{""season"":""2025"",""season_id"":29821,""week"":""16"",""points"":111.68,""opponent_points"":99.7,""result"":""win"",""is_playoff"":true,""is_championship"":false}",2-0,2,2,0,0,129.58,105.88,47.4,23.7,true
54774,Cambrias,54846,Team JoeBa,10,3,0,13,10-3,0.769,1873.84,1543.84,144.14,118.76,330,25.38,"{""result"":""win"",""count"":3,""label"":""W3""}","{""season"":""2021"",""season_id"":16816,""week"":""8"",""points"":129.9,""opponent_points"":114.4,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54774,Cambrias,54850,LFTLR,6,9,0,15,6-9,0.4,1818.28,1881.6,121.22,125.44,-63.32,-4.22,"{""result"":""loss"",""count"":2,""label"":""L2""}","{""season"":""2020"",""season_id"":16817,""week"":""15"",""points"":109.3,""opponent_points"":110.22,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,110.84,121.74,-10.9,-10.9,true
54774,Cambrias,54855,GaTTa,1,4,0,5,1-4,0.2,644.24,644.76,128.85,128.95,-0.52,-0.1,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2016"",""season_id"":16821,""week"":""7"",""points"":129.64,""opponent_points"":82.14,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,153.06,158.14,-5.08,-5.08,true
54774,Cambrias,108581,Richie,12,9,0,21,12-9,0.571,2766.48,2637.02,131.74,125.57,129.46,6.16,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""7"",""points"":151.96,""opponent_points"":100.54,""result"":""win"",""is_playoff"":false,""is_championship"":false}",3-2,5,3,2,0,146.56,134.44,60.64,12.13,true
54774,Cambrias,108582,John Juliano,7,0,0,7,7-0,1,1012.74,886.3,144.68,126.61,126.44,18.06,"{""result"":""win"",""count"":7,""label"":""W7""}","{""season"":""2025"",""season_id"":29821,""week"":""13"",""points"":135.46,""opponent_points"":100.32,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54774,Cambrias,108584,Nolan & Vinny,10,10,0,20,10-10,0.5,2791.72,2664.1,139.59,133.21,127.62,6.38,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""5"",""points"":123.6,""opponent_points"":111.82,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,101.1,120.15,-38.1,-19.05,true
54774,Cambrias,108587,Pung & Tralie,11,7,0,18,11-7,0.611,2455.96,2196.94,136.44,122.05,259.02,14.39,"{""result"":""win"",""count"":3,""label"":""W3""}","{""season"":""2025"",""season_id"":29821,""week"":""11"",""points"":115.56,""opponent_points"":94.62,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54774,Cambrias,108588,Frank & Julian,9,6,0,15,9-6,0.6,1830.66,1739.88,122.04,115.99,90.78,6.05,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""6"",""points"":98.96,""opponent_points"":122.36,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,104.72,106.16,-1.44,-1.44,true
54774,Cambrias,108589,Phil Baldino,6,10,0,16,6-10,0.375,1932.84,2131.34,120.8,133.21,-198.5,-12.41,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""12"",""points"":100.62,""opponent_points"":106.32,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,146.36,173.88,-27.52,-27.52,true
54774,Cambrias,108590,Rob & GregBo,10,7,0,17,10-7,0.588,2039.32,2029.22,119.96,119.37,10.1,0.59,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""9"",""points"":105.72,""opponent_points"":106.26,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,140.56,147.1,-13.08,-6.54,true
54774,Cambrias,108592,Chris & Dom,13,5,0,18,13-5,0.722,2458.1,2050.96,136.56,113.94,407.14,22.62,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""14"",""points"":112.76,""opponent_points"":101.66,""result"":""win"",""is_playoff"":false,""is_championship"":false}",3-1,4,3,1,0,161.3,127.57,134.9,33.73,true
54776,Mike Long,54762,Antdell & Ernie,4,1,0,5,4-1,0.8,617.74,606.7,123.55,121.34,11.04,2.21,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""6"",""points"":133.14,""opponent_points"":109.64,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,130.78,125.14,5.64,5.64,true
54776,Mike Long,54773,Ronnie,2,3,0,5,2-3,0.4,557.32,532.9,111.46,106.58,24.42,4.88,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""10"",""points"":126.32,""opponent_points"":90.3,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54776,Mike Long,54774,Cambrias,0,7,0,7,0-7,0,724.02,941.06,103.43,134.44,-217.04,-31.01,"{""result"":""loss"",""count"":7,""label"":""L7""}","{""season"":""2025"",""season_id"":29821,""week"":""16"",""points"":99.7,""opponent_points"":111.68,""result"":""loss"",""is_playoff"":true,""is_championship"":false}",0-2,2,0,2,0,105.88,129.58,-47.4,-23.7,true
54776,Mike Long,108581,Richie,1,4,0,5,1-4,0.2,576.42,648.72,115.28,129.74,-72.3,-14.46,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2025"",""season_id"":29821,""week"":""14"",""points"":124.88,""opponent_points"":136.54,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54776,Mike Long,108582,John Juliano,3,1,0,4,3-1,0.75,476.06,446.36,119.02,111.59,29.7,7.43,"{""result"":""win"",""count"":3,""label"":""W3""}","{""season"":""2025"",""season_id"":29821,""week"":""8"",""points"":123.98,""opponent_points"":105.42,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54776,Mike Long,108584,Nolan & Vinny,2,5,0,7,2-5,0.286,766.98,987.16,109.57,141.02,-220.18,-31.45,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""12"",""points"":87.94,""opponent_points"":119.58,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,107.7,94.1,13.6,13.6,true
54776,Mike Long,108587,Pung & Tralie,3,3,0,6,3-3,0.5,635.5,750.74,105.92,125.12,-115.24,-19.21,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""7"",""points"":133.82,""opponent_points"":115.42,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54776,Mike Long,108588,Frank & Julian,7,1,0,8,7-1,0.875,975.7,878.18,121.96,109.77,97.52,12.19,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""13"",""points"":113.76,""opponent_points"":106.14,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54776,Mike Long,108589,Phil Baldino,2,4,0,6,2-4,0.333,764.94,772.82,127.49,128.8,-7.88,-1.31,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""5"",""points"":157.46,""opponent_points"":108.42,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54776,Mike Long,108590,Rob & GregBo,3,4,0,7,3-4,0.429,917.48,904.44,131.07,129.21,13.04,1.86,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2025"",""season_id"":29821,""week"":""17"",""points"":141.12,""opponent_points"":165.14,""result"":""loss"",""is_playoff"":true,""is_championship"":false}",0-1,1,0,1,0,141.12,165.14,-24.02,-24.02,true
54776,Mike Long,108592,Chris & Dom,2,4,0,6,2-4,0.333,638.64,712.76,106.44,118.79,-74.12,-12.35,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""15"",""points"":141.58,""opponent_points"":106.6,""result"":""win"",""is_playoff"":true,""is_championship"":false}",1-0,1,1,0,0,141.58,106.6,34.98,34.98,true
54846,Team JoeBa,54762,Antdell & Ernie,5,8,0,13,5-8,0.385,1430.38,1625.84,110.03,125.06,-195.46,-15.04,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2021"",""season_id"":16816,""week"":""11"",""points"":117.8,""opponent_points"":102.28,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54846,Team JoeBa,54773,Ronnie,7,4,0,11,7-4,0.636,1449.98,1366.72,131.82,124.25,83.26,7.57,"{""result"":""loss"",""count"":2,""label"":""L2""}","{""season"":""2021"",""season_id"":16816,""week"":""7"",""points"":126.08,""opponent_points"":152.86,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,177.42,158.64,18.78,18.78,true
54846,Team JoeBa,54774,Cambrias,3,10,0,13,3-10,0.231,1543.84,1873.84,118.76,144.14,-330,-25.38,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2021"",""season_id"":16816,""week"":""8"",""points"":114.4,""opponent_points"":129.9,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54846,Team JoeBa,54850,LFTLR,5,3,0,8,5-3,0.625,883.92,873.08,110.49,109.14,10.84,1.36,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2020"",""season_id"":16817,""week"":""14"",""points"":31.1,""opponent_points"":83.46,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54846,Team JoeBa,54855,GaTTa,2,3,0,5,2-3,0.4,605.34,644.46,121.07,128.89,-39.12,-7.82,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2016"",""season_id"":16821,""week"":""11"",""points"":121.8,""opponent_points"":107.54,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54846,Team JoeBa,108581,Richie,3,10,0,13,3-10,0.231,1569.36,1726.92,120.72,132.84,-157.56,-12.12,"{""result"":""loss"",""count"":7,""label"":""L7""}","{""season"":""2021"",""season_id"":16816,""week"":""16"",""points"":127.5,""opponent_points"":139.64,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,159.7,119.4,40.3,40.3,true
54846,Team JoeBa,108582,John Juliano,0,2,0,2,0-2,0,227.06,261.94,113.53,130.97,-34.88,-17.44,"{""result"":""loss"",""count"":2,""label"":""L2""}","{""season"":""2021"",""season_id"":16816,""week"":""14"",""points"":94.48,""opponent_points"":126.8,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54846,Team JoeBa,108584,Nolan & Vinny,7,4,0,11,7-4,0.636,1387.44,1487.72,126.13,135.25,-100.28,-9.12,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2021"",""season_id"":16816,""week"":""4"",""points"":88.54,""opponent_points"":137.78,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54846,Team JoeBa,108587,Pung & Tralie,4,4,0,8,4-4,0.5,915.32,953.5,114.42,119.19,-38.18,-4.77,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2021"",""season_id"":16816,""week"":""5"",""points"":207.38,""opponent_points"":155.98,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54846,Team JoeBa,108588,Frank & Julian,8,8,0,16,8-8,0.5,2015.26,1965.02,125.95,122.81,50.24,3.14,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2021"",""season_id"":16816,""week"":""15"",""points"":73.3,""opponent_points"":92.58,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54846,Team JoeBa,108589,Phil Baldino,3,8,0,11,3-8,0.273,1302.8,1497.74,118.44,136.16,-194.94,-17.72,"{""result"":""loss"",""count"":8,""label"":""L8""}","{""season"":""2021"",""season_id"":16816,""week"":""13"",""points"":107.52,""opponent_points"":130.22,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54846,Team JoeBa,108590,Rob & GregBo,3,11,0,14,3-11,0.214,1489.02,1724.94,106.36,123.21,-235.92,-16.85,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2021"",""season_id"":16816,""week"":""6"",""points"":127.48,""opponent_points"":137.22,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,148.86,100.16,48.7,48.7,true
54846,Team JoeBa,108592,Chris & Dom,6,9,0,15,6-9,0.4,1880.44,1990.78,125.36,132.72,-110.34,-7.36,"{""result"":""win"",""count"":4,""label"":""W4""}","{""season"":""2021"",""season_id"":16816,""week"":""12"",""points"":96.4,""opponent_points"":84.28,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-2,2,0,2,0,124.21,159.36,-70.3,-35.15,true
54850,LFTLR,54762,Antdell & Ernie,3,6,0,9,3-6,0.333,993.96,1156.66,110.44,128.52,-162.7,-18.08,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2020"",""season_id"":16817,""week"":""5"",""points"":115.56,""opponent_points"":103.44,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,89.12,113.86,-24.74,-24.74,true
54850,LFTLR,54773,Ronnie,9,5,0,14,9-5,0.643,1665.62,1637.04,118.97,116.93,28.58,2.04,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2020"",""season_id"":16817,""week"":""12"",""points"":133.02,""opponent_points"":114.9,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,80.24,129.5,-49.26,-49.26,true
54850,LFTLR,54774,Cambrias,9,6,0,15,9-6,0.6,1881.6,1818.28,125.44,121.22,63.32,4.22,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2020"",""season_id"":16817,""week"":""15"",""points"":110.22,""opponent_points"":109.3,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,121.74,110.84,10.9,10.9,true
54850,LFTLR,54846,Team JoeBa,3,5,0,8,3-5,0.375,873.08,883.92,109.14,110.49,-10.84,-1.36,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2020"",""season_id"":16817,""week"":""14"",""points"":83.46,""opponent_points"":31.1,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54850,LFTLR,54855,GaTTa,3,3,0,6,3-3,0.5,684.8,756.74,114.13,126.12,-71.94,-11.99,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2016"",""season_id"":16821,""week"":""6"",""points"":125.34,""opponent_points"":111.16,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
